headline,abstract,desk,locations,word_count,snippet,source,subjects,url,section,date,type,id
U.S. Forces Fire Missiles at House Believed to Hide Afghan Rebels,American helicopters and fighter jets fire missiles into house in eastern Afghanistan after American soldier is wounded and Afghan soldier killed in an ambush; local officials say men who carried out ambush are thought to have taken refuge in house; ambush is latest in series of attacks by presumed Taliban supporters who are opposed to American military presence in Afghanistan (M),Foreign Desk,AFGHANISTAN,724,"American helicopters and fighter jets fired missiles into a house in eastern Afghanistan late Friday after an American soldier was wounded and an Afghan soldier killed in an ambush, a United States military spokesman said today.    The men who...",The New York Times,"UNITED STATES INTERNATIONAL RELATIONS, TERRORISM, UNITED STATES ARMAMENT AND DEFENSE",http://www.nytimes.com/2003/05/11/world/aftereffects-counterattack-us-forces-fire-missiles-house-believed-hide-afghan.html,World; Washington,5/11/2003,News,4fd23fcd8eb7c8105d7d7378
"No Sex Magazines, Please, We're Wal-Mart Shoppers","David Brooks article on Wal-Mart's decision to stop selling British men's magazines Maxim, Stuff and FHM as effort to protect chain's strong brand identity; notes Wal-Mart projects self as epitome of decent middle-American values, rejecting collegiate snobbery of magazines that cover old-fashioned leering with patina of postmodern irony; drawing (M)",Week in Review Desk,,972,"SOME countries have national poets, like Pushkin or Goethe, but we have national brands. We have companies that have carved out such clear identities for themselves that you can practically treat them as characters in a novel. Imagine, for example,...",The New York Times,"MEN, CENSORSHIP, MAGAZINES",http://www.nytimes.com/2003/05/11/weekinreview/no-sex-magazines-please-we-re-wal-mart-shoppers.html,Week in Review,5/11/2003,News,4fd270d98eb7c8105d82ca91
"AFTEREFFECTS: Briefly Noted; GUANTíNAMO: 30 COME, 13 GO","About 30 new prisoners are flown to United States Naval Base at Guantanamo Bay, Cuba, after United States releases 13 others; total number now being held there is 680; new detainnes are reportedly brought from Afghanistan; government will not provide identities or nationalities of new detainees or those just released (S)",Foreign Desk,AFGHANISTAN,205,"About 30 new prisoners have been flown to the United States Naval Base at Guantíçnamo Bay, Cuba, after the United States released 13 others, bringing the total number being held at the high-security facility to about 680, military officials said.   ...",Reuters,"UNITED STATES INTERNATIONAL RELATIONS, GUANTANAMO BAY NAVAL BASE (CUBA), PRISONERS OF WAR, TERRORISM, UNITED STATES ARMAMENT AND DEFENSE",http://www.nytimes.com/2003/05/12/world/aftereffects-briefly-noted-guantanamo-30-come-13-go.html,World,5/12/2003,News,4fd2428c8eb7c8105d7db488
"At Mass Grave in Iraq Marsh, An Open Secret Is Laid Bare","Marsh in southern village of Mahawil is scene of one of largest mass graves yet uncovered in Iraq, with estimated 3,000 victims of Saddam Hussein's vengeance after failed Shiite uprising in 1991; families dig up shallow graves to find evidence of relatives' fate; photos; witnesses recall atrocities they were too frightened to ever mention, including murders of women and children (M)",Foreign Desk,"IRAQ, MAHAWIL (IRAQ)",1194,"When the buses and vans started coming twice a day in April 1991 to disgorge their loads of victims, Hassan Maki tried to keep a rough count of the Shiites who were disappearing before his eyes.    They were driven down a dirt road into the salt...",The New York Times,"POLITICS AND GOVERNMENT, SHIITE MUSLIMS, FREEDOM AND HUMAN RIGHTS, TERRORISM",http://www.nytimes.com/2003/05/14/world/aftereffects-victims-at-mass-grave-in-iraq-marsh-an-open-secret-is-laid-bare.html,World; Front Page,5/14/2003,News,4fd270d18eb7c8105d82c3f2
NEWS SUMMARY,,Metropolitan Desk,,973,"INTERNATIONAL   A3-14    Bombs Bring Terror Home, And Saudis Are Reeling  Recent terror attacks around the world, although carried out in the name of Islam, seemed distant in Saudi Arabia, where the faith was born. Now many Saudis are reeling from...",The New York Times,,http://www.nytimes.com/2003/05/16/nyregion/news-summary-712710.html,New York and Region,5/16/2003,Summary,4fd23fcb8eb7c8105d7d71d0
Religion Journal; A Heated Debate Flares in Unitarian Universalism,"Richard Higgins Religion Journal discusses challenge by Unitarian Universalist Association president Rev William G Sinkford to introduce so-called 'vocabulary of reverence,' which would acknowledge more theologically traditional ideas that have been absent in liberal religious movement, which includes atheism (M)",Metropolitan Desk,,952,"Humanism has been on the wane as an intellectual and political force in America for many years, as more people question whether reason and science are adequate portals into the mystery of life. But humanists alarmed by the rise of religion in...",The New York Times,ATHEISM,http://www.nytimes.com/2003/05/17/nyregion/religion-journal-a-heated-debate-flares-in-unitarian-universalism.html,New York and Region,5/17/2003,News,4fd28f668eb7c8105d866e37
Iraqi Detainees Claim Abuse By British and U.S. Troops,"Some two dozen Iraqi detainees have come forward recently complaining of abuse by British and American troops in southern Iraq; Amnesty International, which interviews some complainants, says some of acts could be deemed torture; has not corroborated charges or presented them to allied forces, but is taking numerous complaints seriously; British and American defense officials deny charges; photo (M)",Foreign Desk,"IRAQ, GREAT BRITAIN",782,Muhammad al-Tamimi wants the British soldier who he says kicked him in the ribs and hit him over the head with the butt of his gun to endure what he endured -- a long detention.    Mr. Tamimi is one of about two dozen detainees who have come forward...,The New York Times,"ATOMIC WEAPONS, BIOLOGICAL AND CHEMICAL WARFARE, UNITED STATES INTERNATIONAL RELATIONS, TORTURE, UNITED STATES ARMAMENT AND DEFENSE",http://www.nytimes.com/2003/05/17/world/aftereffects-human-rights-iraqi-detainees-claim-abuse-by-british-and-us-troops.html,World; Washington,5/17/2003,News,4fd22c0d8eb7c8105d7b81aa
'Disappeared' in Iraq,"Amnesty International USA executive director William F Schulz letter on May 14 article says group believes several hundred thousand people 'disappeared' in Iraq in 1980's, pattern of abuse that continued in 1990's",Editorial Desk,IRAQ,178,"To the Editor:    ''At Mass Grave in Iraq Marsh, an Open Secret Is Laid Bare'' (front page, May 14) states that Amnesty International reported that 17,000 Iraqis disappeared over the last 20 years. This number reflects the Iraqi ''disappeared'' for...",The New York Times,,http://www.nytimes.com/2003/05/17/opinion/l-disappeared-in-iraq-721506.html,Opinion,5/17/2003,Letter,4fd28f668eb7c8105d866e41
Russia Finds in North Korea a Source of Cheap Labor,"North Korean construction workers are ubiquitous in Russia and have reputation for being good workers; as many as 10,000 work in Russian Far East under contract worker system by which North Korea provides cheap labor under tight controls to area, which is short of labor, but fears Asian immigration; while Japan, South Korea and Russia lack workers to do dirty and dangerous jobs, only Russia has been willing to accept North Koreans as guest workers; North Korean government takes most of workers' wages; although conditions are difficult and hours are long, North Koreans consider themselves lucky to be working in Russia and hope to renew contracts; map; photo (M)",Foreign Desk,"JAPAN, RUSSIA, SOUTH KOREA, NORTH KOREA",1165,"Amid the construction dust of a faux Southern California shopping mall, where cream walls, marble floors and luxury boutiques were taking shape, a construction worker resolutely pushed his wheelbarrow, ignoring a poster of a lingerie model, dressed...",The New York Times,"FOREIGN LABOR, LABOR, IMMIGRATION AND REFUGEES, WORKING HOURS",http://www.nytimes.com/2003/05/18/world/russia-finds-in-north-korea-a-source-of-cheap-labor.html,World,5/18/2003,News,4fd23ebc8eb7c8105d7d57db
ALLIES TO BEGIN SEIZING WEAPONS FROM MOST IRAQIS,"Allies to require Iraqi civilians to turn over automatic weapons and heavy weapons to help stabilize country by confiscating huge supply of arms that are being used by criminal gangs, paramilitaries and remnants of Saddam Hussein regime; photos; proclamation to be issued by US administrator L Paul Bremer III and Gen David D McKiernan aims to improve security in Baghdad and other cities, project that will slow departure of US troops; allies also deploy 4,000-member military police brigade and may bring in British air assault brigade to train Iraqi police and safeguard capital, while still hoping to avoid armed confrontations with looters and other criminals (M)",Foreign Desk,"IRAQ, GREAT BRITAIN, BAGHDAD (IRAQ)",980,"Iraqi citizens will be required to turn over automatic weapons and heavy weapons under a proclamation that allied authorities plan to issue this week, allied officials said today.     The aim of the proclamation is to help stabilize Iraq by...",The New York Times,"UNITED STATES INTERNATIONAL RELATIONS, SECURITY AND WARNING SYSTEMS, CRIME AND CRIMINALS, LOOTING, TERRORISM, FIREARMS, UNITED STATES ARMAMENT AND DEFENSE",http://www.nytimes.com/2003/05/21/world/aftereffects-the-military-allies-to-begin-seizing-weapons-from-most-iraqis.html,World; Front Page; Washington,5/21/2003,News,4fd23fd08eb7c8105d7d7621
World Briefing | Africa: Morocco: Editor Jailed For Insult,"Demain and Doumane editor Ali Lmrabetis is sentenced to four years in prison for articles that appeared in two satiric weekly papers; court ruled that articles, which included satiric photos and interviews, insulted Moroccan monarchy; (S)",Foreign Desk,MOROCCO,85,"A court in Rabat sentenced the editor of two satirical weeklies to four years in prison for ''insulting the king'' and ''undermining the monarchy.'' Lawyers for the editor, Ali Lmrabet, argued unsuccessfully that the articles and cartoons published...",Reuters,"NEWSPAPERS, SENTENCES (CRIMINAL), FREEDOM OF THE PRESS, ROYAL FAMILY, FREEDOM AND HUMAN RIGHTS",http://www.nytimes.com/2003/05/22/world/world-briefing-africa-morocco-editor-jailed-for-insult.html,World,5/22/2003,News,4fd270d68eb7c8105d82c820
U.N. Appoints Special Representative for Iraq,"Sec Gen Kofi Annan names Sergio Vieira de Mello United Nations special representative in Iraq; says official's current post, high commissioner for human rights, will remain vacant during four months he will be in Baghdad; his deputy, Bertrand Ramcharan, will assume duties on acting basis; human rights groups cite concern that human rights issues are being downgraded; Vieira de Mello was Pres Bush's first choice for job (M)",Foreign Desk,IRAQ,500,"Sí©rgio Vieira de Mello, a longtime United Nations executive who made his reputation in recent years helping repair the havoc caused by the world's nastiest regional conflicts, is Secretary General Kofi Annan's choice as the United Nations special...",The New York Times,"ATOMIC WEAPONS, BIOLOGICAL AND CHEMICAL WARFARE, APPOINTMENTS AND EXECUTIVE CHANGES, UNITED STATES INTERNATIONAL RELATIONS, FREEDOM AND HUMAN RIGHTS, UNITED STATES ARMAMENT AND DEFENSE",http://www.nytimes.com/2003/05/24/world/after-the-war-diplomacy-un-appoints-special-representative-for-iraq.html,World; Washington,5/24/2003,News,4fd242908eb7c8105d7db74f
Argentina's Chief Is Sworn In and Comes Out Fighting,"Nestor Kirchner is sworn in as Argentina's president; issues strong challenges to foreign creditors, armed forces and political establishment, speech; disputes International Monetary Fund's recipe for economic recovery; demands easing of foreign debt; Jose Pampuro, new defense minister, confirms three-quarters of army generals and over half of air force and navy commanders are being forced into early retirement; Cuban leader Fidel Castro is among dozen Latin American heads of state at inauguration; photos (M)",Foreign Desk,"CUBA, ARGENTINA",901,"Promising to ''reconstruct our identity as a people and a nation'' after the worst economic crisis in Argentina's history, Ní©stor Kirchner was sworn in as president today. He immediately issued strong challenges to foreign creditors, the armed...",The New York Times,"SUSPENSIONS, DISMISSALS AND RESIGNATIONS, POLITICS AND GOVERNMENT, CREDIT, ECONOMIC CONDITIONS AND TRENDS",http://www.nytimes.com/2003/05/26/world/argentina-s-chief-is-sworn-in-and-comes-out-fighting.html,World,5/26/2003,News,4fd23fc98eb7c8105d7d6ff8
